"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: Labor LogicalModel FHIR Mapping"
"Laborbefund","Laborbefund","","","",0,*,"","","","null {[]} {[]}
"Laborbefund.Probenmaterial.modifierExtension","Laborbefund.Probenmaterial.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Probenmaterial.Identifikation","Laborbefund.Probenmaterial.Identifikation","","","",0,*,"","","","Identifier {[]} {[]}
","ID der Probe","ID der Probe","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.Identifikation",0,*,"","","Specimen.identifier"
"Laborbefund.Probenmaterial.EntAbnahmezeitpunkt","Laborbefund.Probenmaterial.EntAbnahmezeitpunkt","","","",0,*,"","","","dateTime {[]} {[]}
","Zeitpunkt der Ent- / Abnahme der Probe","Zeitpunkt der Ent- / Abnahme der Probe","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.EntAbnahmezeitpunkt",0,*,"","","Specimen.collectedDateTime"
"Laborbefund.Probenmaterial.Laboreingangszeitpunkt","Laborbefund.Probenmaterial.Laboreingangszeitpunkt","","","",0,*,"","","","dateTime {[]} {[]}
","Zeitpunkt des Eingangs der Probe im Labor","Zeitpunkt des Eingangs der Probe im Labor","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.Laboreingangszeitpunkt",0,*,"","","Specimen.receivedTime"
"Laborbefund.Probenmaterial.Probenart","Laborbefund.Probenmaterial.Probenart","","","",0,*,"","","","code {[]} {[]}
","Art der Probe","Art der Probe","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.Probenart",0,*,"","","Specimen.type"
"Laborbefund.Probenmaterial.Koerperstelle","Laborbefund.Probenmaterial.Koerperstelle","","","",0,*,"","","","code {[]} {[]}
","Lokalisation der Körperstelle am Patienten, an der die Probe entnommen / abgenommen wurde","Lokalisation der Körperstelle am Patienten, an der die Probe entnommen / abgenommen wurde","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.Koerperstelle",0,*,"","","Specimen.bodySite"
"Laborbefund.Probenmaterial.Kommentar","Laborbefund.Probenmaterial.Kommentar","","","",0,*,"","","","string {[]} {[]}
","freitextlicher Kommentar zur Probe","//type text","","","","","","","","","",,,,,"",,,,"Laborbefund.Probenmaterial.Kommentar",0,*,"","","Specimen.note"
"Laborbefund.Laboruntersuchung","Laborbefund.Laboruntersuchung","","","",0,*,"","","","BackboneElement {[]} {[]}
","Eine Laboruntersuchung beschreibt die quantitative oder qualitative Untersuchung eines spezifischen Laborwerts, z.B. im Bereich der Hämatologie in der Gruppe des kleinen Blutbilds die Untersuchung des Hämoglobin-(Hb-)werts als Konzentration des Hämoglobins im Blut.","Eine Laboruntersuchung beschreibt die quantitative oder qualitative Untersuchung eines spezifischen Laborwerts, z.B. im Bereich der Hämatologie in der Gruppe des kleinen Blutbilds die Untersuchung des Hämoglobin-(Hb-)werts als Konzentration des Hämoglobins im Blut.","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation"
"Laborbefund.Laboruntersuchung.id","Laborbefund.Laboruntersuchung.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Laborbefund.Laboruntersuchung.extension","Laborbefund.Laboruntersuchung.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.modifierExtension","Laborbefund.Laboruntersuchung.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Code","Laborbefund.Laboruntersuchung.Code","","","",0,*,"","","","code {[]} {[]}
","Code des Laborparameters (LOINC)","Code des Laborparameters (LOINC)","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Code",0,*,"","","Observation.code"
"Laborbefund.Laboruntersuchung.Identifikation","Laborbefund.Laboruntersuchung.Identifikation","","","",0,*,"","","","Identifier {[]} {[]}
","Identifikator der Untersuchung","Identifikator der Untersuchung","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Identifikation",0,*,"","","Observation.identifier"
"Laborbefund.Laboruntersuchung.Status","Laborbefund.Laboruntersuchung.Status","","","",0,*,"","","","code {[]} {[]}
","Status der Laboruntersuchung (durchgeführt, offen, storniert)","Status der Laboruntersuchung (durchgeführt, offen, storniert)","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Status",0,*,"","","Observation.status"
"Laborbefund.Laboruntersuchung.Bereich","Laborbefund.Laboruntersuchung.Bereich","","","",0,*,"","","","BackboneElement {[]} {[]}
","Laboruntersuchungen werden in diagnostische Fachbereiche gruppiert, z.B. Hämatologie, Mikrobiologie, Pathologie etc.","Laboruntersuchungen werden in diagnostische Fachbereiche gruppiert, z.B. Hämatologie, Mikrobiologie, Pathologie etc.","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Bereich",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.category"
"Laborbefund.Laboruntersuchung.Bereich.id","Laborbefund.Laboruntersuchung.Bereich.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Laborbefund.Laboruntersuchung.Bereich.extension","Laborbefund.Laboruntersuchung.Bereich.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Bereich.modifierExtension","Laborbefund.Laboruntersuchung.Bereich.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Bereich.KodeDesLaborbereiches","Laborbefund.Laboruntersuchung.Bereich.KodeDesLaborbereiches","","","",0,*,"","","","code {[]} {[]}
","Kode des Laborbereichs (LOINC)","Kode des Laborbereichs (LOINC)","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Bereich.KodeDesLaborbereiches",0,*,"","","Observation.category.coding.code"
"Laborbefund.Laboruntersuchung.Bereich.BezeichungDesLaborbereichs","Laborbefund.Laboruntersuchung.Bereich.BezeichungDesLaborbereichs","","","",0,*,"","","","string {[]} {[]}
","Textuelle Beschreibung des Laborbereichs","Textuelle Beschreibung des Laborbereichs","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Bereich.BezeichungDesLaborbereichs",0,*,"","","Observation.category.coding.display"
"Laborbefund.Laboruntersuchung.Gruppe","Laborbefund.Laboruntersuchung.Gruppe","","","",0,*,"","","","BackboneElement {[]} {[]}
","Innerhalb der Fachbereiche werden Laboruntersuchungen in Gruppen zusammengefasst, z.B. gibt es in der Hämatologie die Gruppen kleines Blutbild, Differentialblutbild, großes Blutbild, Leberwerte, Nierenwerte etc.","Innerhalb der Fachbereiche werden Laboruntersuchungen in Gruppen zusammengefasst, z.B. gibt es in der Hämatologie die Gruppen kleines Blutbild, Differentialblutbild, großes Blutbild, Leberwerte, Nierenwerte etc.","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Gruppe",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.category"
"Laborbefund.Laboruntersuchung.Gruppe.id","Laborbefund.Laboruntersuchung.Gruppe.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Laborbefund.Laboruntersuchung.Gruppe.extension","Laborbefund.Laboruntersuchung.Gruppe.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Gruppe.modifierExtension","Laborbefund.Laboruntersuchung.Gruppe.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Gruppe.KodeDerLaborgruppe","Laborbefund.Laboruntersuchung.Gruppe.KodeDerLaborgruppe","","","",0,*,"","","","code {[]} {[]}
","Kode der Laborgruppe","Kode der Laborgruppe","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Gruppe.KodeDerLaborgruppe",0,*,"","","Observation.category.coding.code"
"Laborbefund.Laboruntersuchung.Gruppe.BezeichnungDerLaborGruppe","Laborbefund.Laboruntersuchung.Gruppe.BezeichnungDerLaborGruppe","","","",0,*,"","","","string {[]} {[]}
","Textuelle Beschreibung der Laborgruppe","Textuelle Beschreibung der Laborgruppe","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Gruppe.BezeichnungDerLaborGruppe",0,*,"","","Observation.category.coding.display"
"Laborbefund.Laboruntersuchung.Laborparameter","Laborbefund.Laboruntersuchung.Laborparameter","","","",0,*,"","","","BackboneElement {[]} {[]}
","in der Laboruntersuchung analysierter / gemessener Laborparameter","in der Laboruntersuchung analysierter / gemessener Laborparameter","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Laborparameter",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
","Observation.valueQuantity"
"Laborbefund.Laboruntersuchung.Laborparameter.id","Laborbefund.Laboruntersuchung.Laborparameter.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"Laborbefund.Laboruntersuchung.Laborparameter.extension","Laborbefund.Laboruntersuchung.Laborparameter.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Laborparameter.modifierExtension","Laborbefund.Laboruntersuchung.Laborparameter.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"Laborbefund.Laboruntersuchung.Laborparameter.Bezeichnung","Laborbefund.Laboruntersuchung.Laborparameter.Bezeichnung","","","",0,*,"","","","string {[]} {[]}
","Bezeichnung des Laborparameters","Bezeichnung des Laborparameters","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Laborparameter.Bezeichnung",0,*,"","","Observation.code.text"
"Laborbefund.Laboruntersuchung.KlinischerBezugszeitpunkt","Laborbefund.Laboruntersuchung.KlinischerBezugszeitpunkt","","","",0,1,"","","","dateTime {[]} {[]}
","Zeitpunkt, zu dem die gemessene Eigenschaft im Probenmaterial (e.g. Analytkonzentration) mutmaßlich der Eigenschaft im Patienten entsprach. Wenn der Zeitpunkt der Probenentnahme angegeben ist, wird dieses Datum verwendet. Andernfalls wird behelfsmäßig der Probeneingang im Labor gewählt. Das ""Gültigkeitsdatum"" ist wichtig um verschiedene Analysen im Zeitverlauf sortieren zu können.","Zeitpunkt, zu dem die gemessene Eigenschaft im Probenmaterial (e.g. Analytkonzentration) mutmaßlich der Eigenschaft im Patienten entsprach. Wenn der Zeitpunkt der Probenentnahme angegeben ist, wird dieses Datum verwendet. Andernfalls wird behelfsmäßig der Probeneingang im Labor gewählt. Das ""Gültigkeitsdatum"" ist wichtig um verschiedene Analysen im Zeitverlauf sortieren zu können.","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.KlinischerBezugszeitpunkt",0,1,"","","Observation.effective[x].extension[QuelleKlinischesBezugsdatum]"
"Laborbefund.Laboruntersuchung.Dokumentationsdatum","Laborbefund.Laboruntersuchung.Dokumentationsdatum","","","",0,*,"","","","dateTime {[]} {[]}
","Zeitpunkt, an dem das Ergebnis der Laboruntersuchung dokumentiert wurde","Zeitpunkt, an dem das Ergebnis der Laboruntersuchung dokumentiert wurde","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Dokumentationsdatum",0,*,"","","Observation.issued"
"Laborbefund.Laboruntersuchung.Untersuchungszeitpunkt","Laborbefund.Laboruntersuchung.Untersuchungszeitpunkt","","","",0,*,"","","","dateTime {[]} {[]}
","Zeitpunkt des Beginns der Untersuchung","Zeitpunkt des Beginns der Untersuchung","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Untersuchungszeitpunkt",0,*,"","","Observation.effectiveDateTime"
"Laborbefund.Laboruntersuchung.Messwert","Laborbefund.Laboruntersuchung.Messwert","","","",0,*,"","","","Quantity {[]} {[]}
","Wert der Analyse","Wert der Analyse","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Messwert",0,*,"","","Observation.valueQuantity"
"Laborbefund.Laboruntersuchung.Interpretation","Laborbefund.Laboruntersuchung.Interpretation","","","",0,*,"","","","code {[]} {[]}
","Interpretation des Messwerts (Kennzeichen)","Codierte Bewertung des Ergebnisses. Wird sowohl für Referenzbereichbewertungen als auch für die Codierung der RAST-Klassen verwendet.","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Interpretation",0,*,"","","Observation.interpretation"
"Laborbefund.Laboruntersuchung.Kommentar","Laborbefund.Laboruntersuchung.Kommentar","","","",0,*,"","","","string {[]} {[]}
","Kommentierung der Laboruntersuchung","//type text","","","","","","","","","",,,,,"",,,,"Laborbefund.Laboruntersuchung.Kommentar",0,*,"","","Observation.note"
